layer_id,value_text,occurrences,proposed_code,match_method,similarity_score
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp near crown exposed by headband","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp near crown exposed by headband","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp region visible without visible marks","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp region visible without visible marks","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp region visible without visible marks","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp visible with no visible markings or redness","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp visible with no visible markings or redness","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp visible with no visible markings or redness","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and scalp visible with no visible markings or redness","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and shiny forehead skin visible","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and shiny forehead skin visible","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline and shiny forehead skin visible","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline area is being closely attended","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline area is being closely attended","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline design markings and receding hairline","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline design markings and receding hairline","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline pattern with a recessed area visible above the forehead","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline pattern with a recessed area visible above the forehead","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline pattern with a recessed area visible above the forehead","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline planning marks and visible hair thinning pattern","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline planning marks and visible hair thinning pattern","1","CROWN_THINNING_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline planning marks and visible hair thinning pattern","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline recession and gray hair strands visible near temple","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline recession and gray hair strands visible near temple","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline recession and scalp visibility along the frontal hairline","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline recession and scalp visibility along the frontal hairline","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline recession and scalp visibility along the frontal hairline","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline, hair part, and scalp skin visible on forehead/crown area","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline, hair part, and scalp skin visible on forehead/crown area","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline, hair part, and scalp skin visible on forehead/crown area","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline, hair part, and scalp skin visible on forehead/crown area","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline/scalp area with applied substance","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline/scalp area with applied substance","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hairline/scalp area with applied substance","1","HAIRLINE_SHAPE","trigram","0.667"
"CLINICAL_VISUAL_OBSERVATIONS","Hand-drawn marker outlines on scalp indicating a planned hairline design","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hand-drawn marker outlines on scalp indicating a planned hairline design","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Hand-drawn marker outlines on scalp indicating a planned hairline design","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Hand-drawn red and black outlines on the scalp demarcating a zone","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Honeycomb-patterned light projection and bright beam spot on skin","1","CHIN_PROJECTION_VISUAL","trigram","0.688"
"CLINICAL_VISUAL_OBSERVATIONS","Illuminated scalp with small marked/dotted areas visible","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Illuminated scalp with visible marks","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Ink markings outlining hairline pattern on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Ink markings outlining hairline pattern on scalp","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Ink markings outlining hairline pattern on scalp","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Ink markings tracing hairline pattern on scalp","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Ink markings tracing hairline pattern on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Ink markings tracing hairline pattern on scalp","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Ink-marked grid pattern on shaved scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Lighter/thinner-appearing patch of scalp visible at crown","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized area of scalp thinning with visible shiny skin through hair","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized area of scalp thinning with visible shiny skin through hair","1","MIDSCALP_THINNING_VISIBLE","trigram","0.722"
"CLINICAL_VISUAL_OBSERVATIONS","Localized area of scalp thinning with visible shiny skin through hair","1","CROWN_THINNING_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Localized area of thinner hair/visible scalp at crown","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized cheek contact with mild visible redness","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized erythema and moist skin texture","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized erythema/redness on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized red illumination on closely cropped scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized red scalp illumination","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and a mole on skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and skin marking visible on chin/jaw area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and skin texture at contact site","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and skin texture at contact site","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and skin texture near nasolabial fold","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and skin texture near nasolabial fold","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and skin texture near nasolabial fold","1","NASOLABIAL_FOLD_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and visible fine blood vessels on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness and visible fine vessels on cheek skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness at contact site; small mole nearby","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness on cheek and around mouth","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness on skin at and around the contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness on skin near instrument contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized redness on skin near nose and cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness and a small mole near instrument tip","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness and fine white residue at contact site","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness and sheen on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness and shine on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness and textured pores visible","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness and textured pores visible","1","PORES_VISIBLE","trigram","0.800"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness and visible fine vessels","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness around tattoo","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness at the contact site","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness at the point of instrument contact","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness near contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness near device contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness near device tip","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness near instrument contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness near nostril and chin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness near the nose and chin area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness on chin/cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness on forehead/temple area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness on forehead/temple area","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness/erythema around and below tattoo","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness/erythema at device contact site","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness/erythema near instrument tip","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Localized skin redness/irritation near device tip","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marked crown area with visibly reduced hair density","1","HAIR_DENSITY_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marked diffuse hair thinning over crown and top","1","DIFFUSE_THINNING_VISIBLE","trigram","0.773"
"CLINICAL_VISUAL_OBSERVATIONS","Marked diffuse hair thinning over crown and top","1","CROWN_THINNING_VISIBLE","trigram","0.750"
"CLINICAL_VISUAL_OBSERVATIONS","Marked low hair density over crown","1","HAIR_DENSITY_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marked scalp with redness and reddish-brown discoloration","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marked scalp with redness and reddish-brown discoloration","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marker grid lines and a curved line drawn on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marker line and red marks on scalp, gauze band on forehead","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marker line and red marks on scalp, gauze band on forehead","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Marker lines and reddish marks on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marker lines on patient's face/scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marker outlines, red mark, and gauze dressing on scalp/forehead","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marker outlines, red mark, and gauze dressing on scalp/forehead","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Marking pen near hairline, gloved contact with skin","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marking pen near hairline, gloved contact with skin","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Marking tool near hairline, clinical cap and drape","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Marking tool near hairline, clinical cap and drape","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Marks visible on patient's face/forehead area","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Metal eye shield and handheld device applied to skin, mild facial redness present","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Metal eye shield and skin texture visible","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild cheek redness and visible skin texture","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild cheek redness and visible skin texture","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild erythema and visible pores near nasolabial fold","1","NASOLABIAL_FOLD_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild erythema and visible pores near nasolabial fold","1","PORES_VISIBLE","trigram","0.800"
"CLINICAL_VISUAL_OBSERVATIONS","Mild facial redness and skin blemishes visible","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild facial skin texture visible","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild facial skin texture with some visible blemishes on cheek","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild linear redness on the jaw/cheek skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild localized redness on the cheek/nasolabial skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild localized redness on the cheek/nasolabial skin","1","NASOLABIAL_FOLD_VISIBILITY","trigram","0.688"
"CLINICAL_VISUAL_OBSERVATIONS","Mild localized skin redness near contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness and skin texture visible on chin/jaw area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness and skin texture visible on chin/jaw area","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness and textured patch on jaw skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness on cheek/nose area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness, small blemishes, and shiny residue on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness, visible texture, and small blemishes","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness, visible texture, and small blemishes","1","SKIN_TEXTURE_VISUAL","trigram","0.615"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness/erythema visible on chin skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness/marking visible on chin skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild redness/pink marking visible on chin skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and a mole near contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and fine surface vascular markings on chin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and glossy/wet appearance on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and moisture on chin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and pigmented spots","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and shine on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and shine on cheek area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and small irritated spots near contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and small marks visible on the treated area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness and surface sheen on cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness near jaw","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness near jaw and instrument contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness near nose and chin texture","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness near nose and chin texture","1","SKIN_TEXTURE_VISUAL","trigram","0.692"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness on cheek and chin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness on cheek and glossy/moist skin surface","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness on cheek and small mark near nose","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness visible near the instrument contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness visible on cheek and chin area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness/discoloration near device contact point","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness/erythema and visible fine vessels near jaw","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Mild skin redness/erythema visible on cheek and jaw area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Minor facial marks and skin texture visible","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Minor skin blemishes and redness visible on forehead and cheek","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Minor skin blemishes and redness visible on forehead and cheek","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Minor skin marks on forehead","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Moist, glossy skin texture on cheek with visible fine hairs","1","SKIN_TEXTURE_VISUAL","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Moist, glossy skin texture on cheek with visible fine hairs","1","HAIRLINE_VISIBLE","trigram","0.667"
"CLINICAL_VISUAL_OBSERVATIONS","Moist, reddened skin with fine surface texture visible","1","SKIN_TEXTURE_VISUAL","trigram","0.615"
"CLINICAL_VISUAL_OBSERVATIONS","Moist/gel-covered skin, mild redness near nose, protective eye shields in place","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Multiple small red and dark spots scattered across forehead and cheeks","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Multiple small red pinpoint marks on forehead and cheeks","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Multiple small red pinpoint marks scattered on forehead and cheeks","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Multiple small red spots and irritation on forehead and cheeks","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Multiple small red spots and skin irritation across forehead and cheeks","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","No visible bleeding, redness, or marking on treated area","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","No visible bleeding, redness, or markings on skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","No visible redness, bruising, or marking on skin","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous pinpoint scalp marks and redness","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous pinpoint scalp marks and redness","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous red punctate scalp marks","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous small red dotted marks and blood on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous small red puncta across scalp surface, some bleeding","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous small red puncture marks and fluid droplets on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous small red puncture-like marks on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous small red puncture/dot marks across scalp with pink gauze band","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Numerous small red spots/marks scattered across forehead, cheeks, and chin","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Patient's skin appears clear with minor visible texture","1","SKIN_TEXTURE_VISUAL","trigram","0.615"
"CLINICAL_VISUAL_OBSERVATIONS","Patient's skin appears smooth with visible pores, no redness or bruising evident","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Patient's skin appears smooth with visible pores, no redness or bruising evident","1","PORES_VISIBLE","trigram","0.800"
"CLINICAL_VISUAL_OBSERVATIONS","Patient's skin appears with visible texture/wrinkles near eyes and cheeks","1","SKIN_TEXTURE_VISUAL","trigram","0.615"
"CLINICAL_VISUAL_OBSERVATIONS","Patient's skin shows visible texture and aging signs; metal eye shield used for protection","1","SKIN_TEXTURE_VISUAL","trigram","0.615"
"CLINICAL_VISUAL_OBSERVATIONS","Patient's visible skin appears smooth with no obvious redness or lesions","1","REDNESS_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Pattern hair loss with thinning at hairline and crown","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Pattern hair loss with thinning at hairline and crown","1","CROWN_THINNING_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Pattern hair loss with thinning at hairline and crown","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Pattern hair thinning visible at crown/vertex","1","CROWN_THINNING_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Pen-drawn outlines on scalp resembling planning markings","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Pencil markings near hairline, small skin marks visible on forehead","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Pencil markings near hairline, small skin marks visible on forehead","1","HAIRLINE_SHAPE","trigram","0.667"
"CLINICAL_VISUAL_OBSERVATIONS","Pencil markings near hairline, small skin marks visible on forehead","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Pigmentation visible on face","1","PIGMENTATION_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Pink hairline marking and blue grid pattern drawn on scalp","1","HAIRLINE_VISIBLE","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Pink hairline marking and blue grid pattern drawn on scalp","1","SCALP_VISIBILITY","containment","1.000"
"CLINICAL_VISUAL_OBSERVATIONS","Pink hairline marking and blue grid pattern drawn on scalp","1","HAIRLINE_SHAPE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Pink textured skin with blemishes","1","SKIN_TEXTURE_VISUAL","trigram","0.800"
"CLINICAL_VISUAL_OBSERVATIONS","Pink/red mottled discoloration on forehead","1","FOREHEAD_LINES_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Pink/red pen outline marking a thinning area on the crown","1","CROWN_THINNING_VISIBLE","trigram","0.600"
"CLINICAL_VISUAL_OBSERVATIONS","Pinkish mark along frontal scalp/hairline","1","HAIRLINE_VISIBLE","containment","1.000"
